machine_id,sequence_id,wrow,wcol,scan_position,tag,rlu,rlu.rq,timestamp,filename,plate_number,types,sample_id,dilution,bleed,treatment,virus,experiment_id,neutralisation,exclude
1234567,0,D, 4,NA,NA,  693800,ValidSlopeSaturation,NA,NA, 2,x,MI/15 Mouse 46,  320,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -23.96525842,FALSE
1234567,0,D, 5,NA,NA,  640700,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 46,  320,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -14.47565945,FALSE
1234567,0,D, 6,NA,NA,  682400,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 47,  320,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -21.92794338,FALSE
1234567,0,D, 7,NA,NA,  779800,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 47,  320,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -39.33447709,FALSE
1234567,0,D, 8,NA,NA,  749100,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 48,  320,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -33.84802345,FALSE
1234567,0,D, 9,NA,NA,  501100,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 48,  320,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001,  10.47251412,FALSE
1234567,0,D,10,NA,NA,NA,ValidSlopeSaturation,NA,NA, 2,,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,NA,TRUE
1234567,0,D,11,NA,NA,NA,ValidSlopeSaturation,NA,NA, 2,,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,NA,TRUE
1234567,0,D,12,NA,NA,     220,ValidSlopeSaturation,NA,NA, 2,m,mAb (4F8), 4000,terminal,mAb (4F8),A/swine/Guangxi/1/2013 (H1N1),EX001,  99.98570305,FALSE
1234567,0,E, 1,NA,NA,  559700,ValidSlopeSaturation,NA,NA, 2,v,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,   0.00000000,FALSE
1234567,0,E, 2,NA,NA,  657600,ValidSlopeSaturation,NA,NA, 2,x,MI/15 Mouse 45,  640,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -17.49588963,FALSE
1234567,0,E, 3,NA,NA,  625100,ValidSlopeSaturation,NA,NA, 2,x,MI/15 Mouse 45,  640,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -11.68775466,FALSE
1234567,0,E, 4,NA,NA,  570200,ValidSlopeSaturation,NA,NA, 2,x,MI/15 Mouse 46,  640,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001,  -1.87647437,FALSE
1234567,0,E, 5,NA,NA,  595700,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 46,  640,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001,  -6.43362642,FALSE
1234567,0,E, 6,NA,NA,  752100,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 47,  640,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -34.38415898,FALSE
1234567,0,E, 7,NA,NA,  622000,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 47,  640,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -11.13374794,FALSE
1234567,0,E, 8,NA,NA,  736000,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 48,  640,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -31.50689828,FALSE
1234567,0,E, 9,NA,NA,  758500,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 48,  640,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -35.52791479,FALSE
1234567,0,E,10,NA,NA,NA,ValidSlopeSaturation,NA,NA, 2,,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,NA,TRUE
1234567,0,E,11,NA,NA,NA,ValidSlopeSaturation,NA,NA, 2,,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,NA,TRUE
1234567,0,E,12,NA,NA,     280,ValidSlopeSaturation,NA,NA, 2,m,mAb (4F8), 8000,terminal,mAb (4F8),A/swine/Guangxi/1/2013 (H1N1),EX001,  99.97498034,FALSE
1234567,0,F, 1,NA,NA,     230,ValidSlopeSaturation,NA,NA, 2,c,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,  99.98391593,FALSE
1234567,0,F, 2,NA,NA,  773000,ValidSlopeSaturation,NA,NA, 2,x,MI/15 Mouse 45, 1280,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -38.11923654,FALSE
1234567,0,F, 3,NA,NA,  666200,ValidSlopeSaturation,NA,NA, 2,x,MI/15 Mouse 45, 1280,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -19.03281149,FALSE
1234567,0,F, 4,NA,NA,  735400,ValidSlopeSaturation,NA,NA, 2,x,MI/15 Mouse 46, 1280,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -31.39967117,FALSE
1234567,0,F, 5,NA,NA,  663000,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 46, 1280,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -18.46093359,FALSE
1234567,0,F, 6,NA,NA,  608300,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 47, 1280,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001,  -8.68539567,FALSE
1234567,0,F, 7,NA,NA,  710800,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 47, 1280,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -27.00335978,FALSE
1234567,0,F, 8,NA,NA,  752400,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 48, 1280,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -34.43777254,FALSE
1234567,0,F, 9,NA,NA,  760400,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 48, 1280,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -35.86746730,FALSE
1234567,0,F,10,NA,NA,NA,ValidSlopeSaturation,NA,NA, 2,,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,NA,TRUE
1234567,0,F,11,NA,NA,NA,ValidSlopeSaturation,NA,NA, 2,,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,NA,TRUE
1234567,0,F,12,NA,NA,   32410,ValidSlopeSaturation,NA,NA, 2,m,mAb (4F8),16000,terminal,mAb (4F8),A/swine/Guangxi/1/2013 (H1N1),EX001,  94.23296876,FALSE
1234567,0,G, 1,NA,NA,     140,ValidSlopeSaturation,NA,NA, 2,c,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001, 100.00000000,FALSE
1234567,0,G, 2,NA,NA,  860900,ValidSlopeSaturation,NA,NA, 2,x,MI/15 Mouse 45, 2560,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -53.82800772,FALSE
1234567,0,G, 3,NA,NA,  617100,ValidSlopeSaturation,NA,NA, 2,x,MI/15 Mouse 45, 2560,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -10.25805990,FALSE
1234567,0,G, 4,NA,NA,  671300,ValidSlopeSaturation,NA,NA, 2,x,MI/15 Mouse 46, 2560,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -19.94424190,FALSE
1234567,0,G, 5,NA,NA,  689000,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 46, 2560,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -23.10744156,FALSE
1234567,0,G, 6,NA,NA,  748900,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 47, 2560,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -33.81228108,FALSE
1234567,0,G, 7,NA,NA,  783300,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 47, 2560,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -39.95996855,FALSE
1234567,0,G, 8,NA,NA,  773800,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 48, 2560,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -38.26220602,FALSE
1234567,0,G, 9,NA,NA,  876300,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 48, 2560,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -56.58017013,FALSE
1234567,0,G,10,NA,NA,NA,ValidSlopeSaturation,NA,NA, 2,,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,NA,TRUE
1234567,0,G,11,NA,NA,NA,ValidSlopeSaturation,NA,NA, 2,,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,NA,TRUE
1234567,0,G,12,NA,NA,  146500,ValidSlopeSaturation,NA,NA, 2,m,mAb (4F8),32000,terminal,mAb (4F8),A/swine/Guangxi/1/2013 (H1N1),EX001,  73.84373436,FALSE
1234567,0,H, 1,NA,NA,      90,ValidSlopeSaturation,NA,NA, 2,c,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001, 100.00893559,FALSE
1234567,0,H, 2,NA,NA,  585600,ValidSlopeSaturation,NA,NA, 2,x,MI/15 Mouse 45, 5120,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001,  -4.62863679,FALSE
1234567,0,H, 3,NA,NA,  593100,ValidSlopeSaturation,NA,NA, 2,x,MI/15 Mouse 45, 5120,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001,  -5.96897562,FALSE
1234567,0,H, 4,NA,NA,  739800,ValidSlopeSaturation,NA,NA, 2,x,MI/15 Mouse 46, 5120,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -32.18600329,FALSE
1234567,0,H, 5,NA,NA,  587400,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 46, 5120,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001,  -4.95031811,FALSE
1234567,0,H, 6,NA,NA,  691300,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 47, 5120,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -23.51847880,FALSE
1234567,0,H, 7,NA,NA,  823400,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 47, 5120,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -47.12631353,FALSE
1234567,0,H, 8,NA,NA,  822500,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 48, 5120,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001, -46.96547287,FALSE
1234567,0,H, 9,NA,NA,  560600,ValidSlopeSaturation,NA,NA, 2,x,MI/15  Mouse 48, 5120,terminal,MI/15,A/swine/Guangxi/1/2013 (H1N1),EX001,  -0.16084066,FALSE
1234567,0,H,10,NA,NA,NA,ValidSlopeSaturation,NA,NA, 2,,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,NA,TRUE
1234567,0,H,11,NA,NA,NA,ValidSlopeSaturation,NA,NA, 2,,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,NA,TRUE
1234567,0,H,12,NA,NA,  217800,ValidSlopeSaturation,NA,NA, 2,m,mAb (4F8),64000,terminal,mAb (4F8),A/swine/Guangxi/1/2013 (H1N1),EX001,  61.10157981,FALSE
1234567,0,A, 1,NA,NA,  568200,ValidSlopeSaturation,NA,NA, 3,v,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,   7.12802655,FALSE
1234567,0,A, 2,NA,NA,  362100,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 44,   40,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  40.82266582,FALSE
1234567,0,A, 3,NA,NA,  469100,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 44,   40,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  23.32957314,FALSE
1234567,0,A, 4,NA,NA,  383500,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 45,   40,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  37.32404728,FALSE
1234567,0,A, 5,NA,NA,  323500,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 45,   40,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  47.13325813,FALSE
1234567,0,A, 6,NA,NA,  377800,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 46,   40,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  38.25592231,FALSE
1234567,0,A, 7,NA,NA,  315400,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 46,   40,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  48.45750159,FALSE
1234567,0,A, 8,NA,NA,  447500,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 47,   40,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  26.86088904,FALSE
1234567,0,A, 9,NA,NA,  145900,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 47,   40,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  76.16852224,FALSE
1234567,0,A,10,NA,NA,  313200,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 48,   40,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  48.81717266,FALSE
1234567,0,A,11,NA,NA,  404000,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 48,   40,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  33.97256691,FALSE
1234567,0,A,12,NA,NA,      80,ValidSlopeSaturation,NA,NA, 3,m,mAb (4F8),  500,terminal,mAb (4F8),A/swine/Guangxi/1/2013 (H1N1),EX001, 100.00817434,FALSE
1234567,0,B, 1,NA,NA,  679700,ValidSlopeSaturation,NA,NA, 3,v,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001, -11.10075694,FALSE
1234567,0,B, 2,NA,NA,  634300,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 44,   80,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -3.67845407,FALSE
1234567,0,B, 3,NA,NA,  464000,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 44,   80,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  24.16335606,FALSE
1234567,0,B, 4,NA,NA,  580100,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 45,   80,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,   5.18253307,FALSE
1234567,0,B, 5,NA,NA,  591300,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 45,   80,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,   3.35148037,FALSE
1234567,0,B, 6,NA,NA,  776800,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 46,   80,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -26.97532983,FALSE
1234567,0,B, 7,NA,NA,  569400,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 46,   80,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,   6.93184233,FALSE
1234567,0,B, 8,NA,NA,  633500,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 47,   80,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -3.54766459,FALSE
1234567,0,B, 9,NA,NA,  509300,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 47,   80,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  16.75740187,FALSE
1234567,0,B,10,NA,NA,  502100,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 48,   80,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  17.93450717,FALSE
1234567,0,B,11,NA,NA,  817900,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 48,   80,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -33.69463927,FALSE
1234567,0,B,12,NA,NA,     190,ValidSlopeSaturation,NA,NA, 3,m,mAb (4F8), 1000,terminal,mAb (4F8),A/swine/Guangxi/1/2013 (H1N1),EX001,  99.99019079,FALSE
1234567,0,C, 1,NA,NA,  575100,ValidSlopeSaturation,NA,NA, 3,v,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,   5.99996730,FALSE
1234567,0,C, 2,NA,NA,  470300,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 44,  160,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  23.13338892,FALSE
1234567,0,C, 3,NA,NA,  533800,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 44,  160,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  12.75197410,FALSE
1234567,0,C, 4,NA,NA,  791900,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 45,  160,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -29.44398123,FALSE
1234567,0,C, 5,NA,NA,  755200,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 45,  160,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -23.44401393,FALSE
1234567,0,C, 6,NA,NA,  962300,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 46,  160,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -57.30214004,FALSE
1234567,0,C, 7,NA,NA,  586300,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 46,  160,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,   4.16891461,FALSE
1234567,0,C, 8,NA,NA,  659700,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 47,  160,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -7.83101999,FALSE
1234567,0,C, 9,NA,NA,  596100,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 47,  160,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,   2.56674351,FALSE
1234567,0,C,10,NA,NA,  632700,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 48,  160,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -3.41687511,FALSE
1234567,0,C,11,NA,NA,  798300,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 48,  160,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -30.49029706,FALSE
1234567,0,C,12,NA,NA,     110,ValidSlopeSaturation,NA,NA, 3,m,mAb (4F8), 2000,terminal,mAb (4F8),A/swine/Guangxi/1/2013 (H1N1),EX001, 100.00326974,FALSE
1234567,0,D, 1,NA,NA,  655600,ValidSlopeSaturation,NA,NA, 3,v,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,  -7.16072392,FALSE
1234567,0,D, 2,NA,NA,  699500,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 44,  320,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -14.33779652,FALSE
1234567,0,D, 3,NA,NA,  622600,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 44,  320,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -1.76565795,FALSE
1234567,0,D, 4,NA,NA,  612600,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 45,  320,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -0.13078948,FALSE
1234567,0,D, 5,NA,NA,  567400,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 45,  320,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,   7.25881603,FALSE
1234567,0,D, 6,NA,NA,  681800,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 46,  320,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -11.44407932,FALSE
1234567,0,D, 7,NA,NA,  522800,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 46,  320,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  14.55032943,FALSE
1234567,0,D, 8,NA,NA,  638100,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 47,  320,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -4.29970409,FALSE
1234567,0,D, 9,NA,NA,  469600,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 47,  320,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  23.24782971,FALSE
1234567,0,D,10,NA,NA,  563300,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 48,  320,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,   7.92911210,FALSE
1234567,0,D,11,NA,NA,  768100,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 48,  320,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -25.55299426,FALSE
1234567,0,D,12,NA,NA,     150,ValidSlopeSaturation,NA,NA, 3,m,mAb (4F8), 4000,terminal,mAb (4F8),A/swine/Guangxi/1/2013 (H1N1),EX001,  99.99673026,FALSE
1234567,0,E, 1,NA,NA,  611800,ValidSlopeSaturation,NA,NA, 3,v,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,   0.00000000,FALSE
1234567,0,E, 2,NA,NA,  766600,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 44,  640,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -25.30776399,FALSE
1234567,0,E, 3,NA,NA,  573300,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 44,  640,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,   6.29424363,FALSE
1234567,0,E, 4,NA,NA,  641200,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 45,  640,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -4.80651332,FALSE
1234567,0,E, 5,NA,NA,  640700,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 45,  640,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -4.72476989,FALSE
1234567,0,E, 6,NA,NA,  620800,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 46,  640,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -1.47138163,FALSE
1234567,0,E, 7,NA,NA,  558100,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 46,  640,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,   8.77924371,FALSE
1234567,0,E, 8,NA,NA,  703600,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 47,  640,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -15.00809260,FALSE
1234567,0,E, 9,NA,NA,  552800,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 47,  640,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,   9.64572400,FALSE
1234567,0,E,10,NA,NA,  652500,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 48,  640,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -6.65391469,FALSE
1234567,0,E,11,NA,NA,  616000,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 48,  640,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -0.68664476,FALSE
1234567,0,E,12,NA,NA,     180,ValidSlopeSaturation,NA,NA, 3,m,mAb (4F8), 8000,terminal,mAb (4F8),A/swine/Guangxi/1/2013 (H1N1),EX001,  99.99182566,FALSE
1234567,0,F, 1,NA,NA,     140,ValidSlopeSaturation,NA,NA, 3,c,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001,  99.99836513,FALSE
1234567,0,F, 2,NA,NA,  519000,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 44, 1280,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  15.17157945,FALSE
1234567,0,F, 3,NA,NA,  740100,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 44, 1280,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -20.97536253,FALSE
1234567,0,F, 4,NA,NA,  692500,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 45, 1280,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -13.19338859,FALSE
1234567,0,F, 5,NA,NA,  735500,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 45, 1280,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -20.22332303,FALSE
1234567,0,F, 6,NA,NA,  600300,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 46, 1280,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,   1.88009875,FALSE
1234567,0,F, 7,NA,NA,  646100,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 46, 1280,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -5.60759887,FALSE
1234567,0,F, 8,NA,NA,  782600,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 47, 1280,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -27.92355355,FALSE
1234567,0,F, 9,NA,NA,  701200,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 47, 1280,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001, -14.61572416,FALSE
1234567,0,F,10,NA,NA,  656500,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 48, 1280,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -7.30786208,FALSE
1234567,0,F,11,NA,NA,  642800,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 48, 1280,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -5.06809227,FALSE
1234567,0,F,12,NA,NA,    7703,ValidSlopeSaturation,NA,NA, 3,m,mAb (4F8),16000,terminal,mAb (4F8),A/swine/Guangxi/1/2013 (H1N1),EX001,  98.76191410,FALSE
1234567,0,G, 1,NA,NA,     130,ValidSlopeSaturation,NA,NA, 3,c,,NA,terminal,NA,A/swine/Guangxi/1/2013 (H1N1),EX001, 100.00000000,FALSE
1234567,0,G, 2,NA,NA,  642700,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 44, 2560,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -5.05174359,FALSE
1234567,0,G, 3,NA,NA,  638900,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 44, 2560,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  -4.43049357,FALSE
1234567,0,G, 4,NA,NA,  520800,ValidSlopeSaturation,NA,NA, 3,x,Bris/18 Mouse 45, 2560,terminal,Bris/18,A/swine/Guangxi/1/2013 (H1N1),EX001,  14.87730312,FALSE
