wrow,wcol,rlu,filename,plate_number,types,sample_id,dilution,bleed,treatment,virus,experiment_id,neutralisation,exclude
F,1,170,NA,9,c,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,100.00000000,FALSE
F,2,20,NA,9,x,Mouse 32,1280,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
F,3,30,NA,9,x,Mouse 32,1280,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01538073,FALSE
F,4,803800,NA,9,x,Mouse 33,1280,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,11.71132571,FALSE
F,5,653200,NA,9,x,Mouse 33,1280,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,28.25659449,FALSE
F,6,561900,NA,9,x,Mouse 34,1280,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,38.28702636,FALSE
F,7,501600,NA,9,x,Mouse 34,1280,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,44.91172561,FALSE
F,8,130,NA,9,x,Mouse 35,1280,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.00439449,FALSE
F,9,70,NA,9,x,Mouse 35,1280,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01098623,FALSE
F,10,48400,NA,9,x,Mouse 36,1280,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,94.70133922,FALSE
F,11,37460,NA,9,x,Mouse 36,1280,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,95.90323325,FALSE
F,12,40,NA,9,m,mAb (4F8),16000,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,100.01428210,FALSE
G,1,180,NA,9,c,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,99.99890138,FALSE
G,2,70,NA,9,x,Mouse 32,2560,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01098623,FALSE
G,3,80,NA,9,x,Mouse 32,2560,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.00988761,FALSE
G,4,776000,NA,9,x,Mouse 33,2560,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,14.76549883,FALSE
G,5,639200,NA,9,x,Mouse 33,2560,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,29.79466728,FALSE
G,6,667000,NA,9,x,Mouse 34,2560,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,26.74049416,FALSE
G,7,754900,NA,9,x,Mouse 34,2560,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,17.08359426,FALSE
G,8,53390,NA,9,x,Mouse 35,2560,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,94.15312613,FALSE
G,9,5051,NA,9,x,Mouse 35,2560,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,99.46376191,FALSE
G,10,346800,NA,9,x,Mouse 36,2560,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,61.91841622,FALSE
G,11,250900,NA,9,x,Mouse 36,2560,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,72.45421487,FALSE
G,12,80840,NA,9,m,mAb (4F8),32000,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,91.13740483,FALSE
H,1,140,NA,9,c,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,100.00329587,FALSE
H,2,8944,NA,9,x,Mouse 32,5120,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,99.03606781,FALSE
H,3,40,NA,9,x,Mouse 32,5120,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01428210,FALSE
H,4,997000,NA,9,x,Mouse 33,5120,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,-9.51407886,FALSE
H,5,832100,NA,9,x,Mouse 33,5120,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,8.60222142,FALSE
H,6,825400,NA,9,x,Mouse 34,5120,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,9.33829911,FALSE
H,7,970500,NA,9,x,Mouse 34,5120,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,-6.60272678,FALSE
H,8,197000,NA,9,x,Mouse 35,5120,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,78.37579513,FALSE
H,9,139900,NA,9,x,Mouse 35,5120,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,84.64893488,FALSE
H,10,511300,NA,9,x,Mouse 36,5120,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,43.84606089,FALSE
H,11,650400,NA,9,x,Mouse 36,5120,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,28.56420905,FALSE
H,12,241500,NA,9,m,mAb (4F8),64000,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,73.48692089,FALSE
A,1,572900,NA,10,v,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,0.00000000,FALSE
A,2,1082000,NA,10,x,Mouse 37,40,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-88.93042430,FALSE
A,3,954400,NA,10,x,Mouse 37,40,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-66.64104669,FALSE
A,4,1076000,NA,10,x,Mouse 38,40,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-87.88233445,FALSE
A,5,1043000,NA,10,x,Mouse 38,40,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-82.11784024,FALSE
A,6,1057000,NA,10,x,Mouse 39,40,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-84.56338323,FALSE
A,7,1071000,NA,10,x,Mouse 39,40,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-87.00892623,FALSE
A,8,560800,NA,10,x,Mouse 40,40,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,2.11364788,FALSE
A,9,976400,NA,10,x,Mouse 40,40,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-70.48404283,FALSE
A,10,842600,NA,10,x,Mouse 41,40,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-47.11163904,FALSE
A,11,1395000,NA,10,x,Mouse 41,40,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-143.60577847,FALSE
A,12,240,NA,10,m,mAb (4F8),500,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,100.03318951,FALSE
B,1,446400,NA,10,v,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,22.09722780,FALSE
B,2,754900,NA,10,x,Mouse 37,80,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-31.79205897,FALSE
B,3,694300,NA,10,x,Mouse 37,80,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-21.20635142,FALSE
B,4,483100,NA,10,x,Mouse 38,80,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,15.68641152,FALSE
B,5,596500,NA,10,x,Mouse 38,80,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-4.12248677,FALSE
B,6,723500,NA,10,x,Mouse 39,80,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-26.30705539,FALSE
B,7,881800,NA,10,x,Mouse 39,80,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-53.95915943,FALSE
B,8,458600,NA,10,x,Mouse 40,80,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,19.96611176,FALSE
B,9,1066000,NA,10,x,Mouse 40,80,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-86.13551802,FALSE
B,10,846200,NA,10,x,Mouse 41,80,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-47.74049295,FALSE
B,11,1004000,NA,10,x,Mouse 41,80,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-75.30525617,FALSE
B,12,210,NA,10,m,mAb (4F8),1000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,100.03842996,FALSE
C,1,555000,NA,10,v,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,3.12680140,FALSE
C,2,578800,NA,10,x,Mouse 37,160,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-1.03062169,FALSE
C,3,410300,NA,10,x,Mouse 37,160,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,28.40323510,FALSE
C,4,508600,NA,10,x,Mouse 38,160,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,11.23202963,FALSE
C,5,555200,NA,10,x,Mouse 38,160,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,3.09186508,FALSE
C,6,380400,NA,10,x,Mouse 39,160,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,33.62621622,FALSE
C,7,741900,NA,10,x,Mouse 39,160,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-29.52119762,FALSE
C,8,649600,NA,10,x,Mouse 40,160,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-13.39808200,FALSE
C,9,735800,NA,10,x,Mouse 40,160,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-28.45563960,FALSE
C,10,837700,NA,10,x,Mouse 41,160,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-46.25569899,FALSE
C,11,810200,NA,10,x,Mouse 41,160,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-41.45195381,FALSE
C,12,1950,NA,10,m,mAb (4F8),2000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,99.73448390,FALSE
D,1,586500,NA,10,v,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,-2.37567034,FALSE
D,2,728200,NA,10,x,Mouse 37,320,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-27.12805911,FALSE
D,3,349400,NA,10,x,Mouse 37,320,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,39.04134714,FALSE
D,4,610100,NA,10,x,Mouse 38,320,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-6.49815711,FALSE
D,5,416000,NA,10,x,Mouse 38,320,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,27.40754974,FALSE
D,6,396800,NA,10,x,Mouse 39,320,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,30.76143728,FALSE
D,7,649700,NA,10,x,Mouse 39,320,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-13.41555016,FALSE
D,8,464300,NA,10,x,Mouse 40,320,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,18.97042640,FALSE
D,9,596400,NA,10,x,Mouse 40,320,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-4.10501860,FALSE
D,10,553300,NA,10,x,Mouse 41,320,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,3.42376020,FALSE
D,11,908200,NA,10,x,Mouse 41,320,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-58.57075480,FALSE
D,12,240,NA,10,m,mAb (4F8),4000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,100.03318951,FALSE
E,1,684900,NA,10,v,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,-19.56434398,FALSE
E,2,602300,NA,10,x,Mouse 37,640,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-5.13564030,FALSE
E,3,610200,NA,10,x,Mouse 37,640,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-6.51562527,FALSE
E,4,458300,NA,10,x,Mouse 38,640,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,20.01851625,FALSE
E,5,721100,NA,10,x,Mouse 38,640,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-25.88781945,FALSE
E,6,702600,NA,10,x,Mouse 39,640,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-22.65620906,FALSE
E,7,645700,NA,10,x,Mouse 39,640,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-12.71682359,FALSE
E,8,469400,NA,10,x,Mouse 40,640,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,18.07955002,FALSE
E,9,530600,NA,10,x,Mouse 40,640,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,7.38903349,FALSE
E,10,693100,NA,10,x,Mouse 41,640,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-20.99673345,FALSE
E,11,760900,NA,10,x,Mouse 41,640,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-32.84014883,FALSE
E,12,51130,NA,10,m,mAb (4F8),8000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,91.14364071,FALSE
F,1,430,NA,10,c,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,100.00000000,FALSE
F,2,790900,NA,10,x,Mouse 37,1280,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-38.08059811,FALSE
F,3,434100,NA,10,x,Mouse 37,1280,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,24.24581201,FALSE
F,4,428900,NA,10,x,Mouse 38,1280,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,25.15415655,FALSE
F,5,553100,NA,10,x,Mouse 38,1280,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,3.45869653,FALSE
F,6,438400,NA,10,x,Mouse 39,1280,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,23.49468094,FALSE
F,7,587300,NA,10,x,Mouse 39,1280,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-2.51541565,FALSE
F,8,653000,NA,10,x,Mouse 40,1280,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-13.99199958,FALSE
F,9,440000,NA,10,x,Mouse 40,1280,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,23.21519032,FALSE
F,10,557200,NA,10,x,Mouse 41,1280,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,2.74250179,FALSE
F,11,658200,NA,10,x,Mouse 41,1280,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-14.90034412,FALSE
F,12,181600,NA,10,m,mAb (4F8),16000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,68.35292679,FALSE
G,1,490,NA,10,c,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,99.98951910,FALSE
G,2,670700,NA,10,x,Mouse 37,2560,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-17.08386466,FALSE
G,3,571700,NA,10,x,Mouse 37,2560,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,0.20961797,FALSE
G,4,562200,NA,10,x,Mouse 38,2560,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,1.86909358,FALSE
G,5,609100,NA,10,x,Mouse 38,2560,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-6.32347547,FALSE
G,6,699200,NA,10,x,Mouse 39,2560,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-22.06229147,FALSE
G,7,512300,NA,10,x,Mouse 39,2560,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,10.58570755,FALSE
G,8,667200,NA,10,x,Mouse 40,2560,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-16.47247891,FALSE
G,9,548000,NA,10,x,Mouse 40,2560,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,4.34957290,FALSE
G,10,608500,NA,10,x,Mouse 41,2560,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-6.21866648,FALSE
G,11,853100,NA,10,x,Mouse 41,2560,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-48.94579629,FALSE
G,12,330000,NA,10,m,mAb (4F8),32000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,42.43017101,FALSE
H,1,180,NA,10,c,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,100.04367041,FALSE
H,2,720100,NA,10,x,Mouse 37,5120,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-25.71313781,FALSE
H,3,580600,NA,10,x,Mouse 37,5120,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-1.34504865,FALSE
H,4,502100,NA,10,x,Mouse 38,5120,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,12.36746030,FALSE
H,5,852400,NA,10,x,Mouse 38,5120,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-48.82351914,FALSE
H,6,750400,NA,10,x,Mouse 39,5120,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-31.00599158,FALSE
H,7,972500,NA,10,x,Mouse 39,5120,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-69.80278443,FALSE
H,8,890100,NA,10,x,Mouse 40,5120,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-55.40901707,FALSE
H,9,618200,NA,10,x,Mouse 40,5120,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-7.91307841,FALSE
H,10,713500,NA,10,x,Mouse 41,5120,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-24.56023896,FALSE
H,11,661700,NA,10,x,Mouse 41,5120,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-15.51172987,FALSE
H,12,436700,NA,10,m,mAb (4F8),64000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,23.79163974,FALSE
A,1,536700,NA,11,v,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,9.20816548,FALSE
A,2,1309000,NA,11,x,Mouse 42,40,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-121.51731609,FALSE
A,3,952800,NA,11,x,Mouse 42,40,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-61.22414435,TRUE
A,4,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
A,5,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
A,6,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
A,7,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
A,8,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
A,9,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
A,10,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
A,11,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
A,12,140,NA,11,m,mAb (4F8),500,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,100.03046819,FALSE
B,1,789000,NA,11,v,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,-33.49808727,FALSE
B,2,793100,NA,11,x,Mouse 42,80,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-34.19208504,FALSE
B,3,662400,NA,11,x,Mouse 42,80,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-12.06879041,TRUE
B,4,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
B,5,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
B,6,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
B,7,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
B,8,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
B,9,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
B,10,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
B,11,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
B,12,290,NA,11,m,mAb (4F8),1000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,100.00507803,FALSE
C,1,591100,NA,11,v,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,0.00000000,FALSE
C,2,610000,NA,11,x,Mouse 42,160,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-3.19916043,FALSE
C,3,528600,NA,11,x,Mouse 42,160,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,10.57923423,TRUE
C,4,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
C,5,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
C,6,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
C,7,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
C,8,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
C,9,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
C,10,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
C,11,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
C,12,260,NA,11,m,mAb (4F8),2000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,100.01015606,FALSE
D,1,579000,NA,11,v,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,2.04813975,FALSE
D,2,475200,NA,11,x,Mouse 42,320,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,19.61813196,FALSE
D,3,621400,NA,11,x,Mouse 42,320,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-5.12881276,TRUE
D,4,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
D,5,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
D,6,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
D,7,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
D,8,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
D,9,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
D,10,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
D,11,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
D,12,520,NA,11,m,mAb (4F8),4000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,99.96614645,FALSE
E,1,643500,NA,11,v,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,-8.86962998,FALSE
E,2,697100,NA,11,x,Mouse 42,640,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-17.94238126,FALSE
E,3,505000,NA,11,x,Mouse 42,640,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,14.57395308,TRUE
E,4,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
E,5,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
E,6,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
E,7,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
E,8,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
E,9,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
E,10,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
E,11,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
E,12,19120,NA,11,m,mAb (4F8),8000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,96.81776634,FALSE
F,1,320,NA,11,c,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,100.00000000,FALSE
F,2,565800,NA,11,x,Mouse 42,1280,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,4.28247402,FALSE
F,3,481500,NA,11,x,Mouse 42,1280,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,18.55174515,TRUE
F,4,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
F,5,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
F,6,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
F,7,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
F,8,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
F,9,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
F,10,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
F,11,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
F,12,170100,NA,11,m,mAb (4F8),16000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,71.26172179,FALSE
G,1,470,NA,11,c,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,99.97460984,FALSE
G,2,652900,NA,11,x,Mouse 42,2560,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-10.46074681,FALSE
G,3,454800,NA,11,x,Mouse 42,2560,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,23.07119401,TRUE
G,4,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
G,5,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
G,6,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
G,7,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
G,8,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
G,9,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
G,10,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
G,11,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
G,12,400900,NA,11,m,mAb (4F8),32000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,32.19472562,FALSE
H,1,220,NA,11,c,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,100.01692677,FALSE
H,2,618500,NA,11,x,Mouse 42,5120,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,-4.63793629,FALSE
H,3,308000,NA,11,x,Mouse 42,5120,terminal,PBS,A/Brisbane/02/2018 (H1N1),EX001,47.91969938,TRUE
H,4,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
H,5,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
